id|faction_id|name|legend|description|detachment|
000008818|TAU|Hunter’s Instincts|The Kroot naturally predate upon weakened foes, drawn by the scent of spilled blood and viscera.|Each time a <span class="tooltip00207" data-tooltip-content="#tooltip_content00207" data-tooltip-anchor="#tooltip_content00207"><span class="kwb kwbu">KROOT</span></span> model from your army makes an attack, add 1 to the <span class="tooltip00011" data-tooltip-content="#tooltip_content00011"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> if the target of that attack is below its <span class="tooltip00059" data-tooltip-content="#tooltip_content00059"><span class="tt kwbu">Starting</span> <span class="tt kwbu">Strength</span></span>, and add 1 to the <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span> as well if the target of that attack is <span class="tooltip00053" data-tooltip-content="#tooltip_content00053"><span class="tt kwbu">Below</span> <span class="tt kwbu">Half-strength</span></span>.|Kroot Hunting Pack|
000008819|TAU|Skirmish Fighters|Though ill-suited to protracted warfare, the Kroot are experts at light, swift skirmishing. Here their fieldcraft and wiry natural agility help them to evade the hostile attentions of their foes.|<span class="tooltip00207" data-tooltip-content="#tooltip_content00207" data-tooltip-anchor="#tooltip_content00207"><span class="kwb kwbu">KROOT</span></span> models from your army have a 6+ <span class="tooltip00041" data-tooltip-content="#tooltip_content00041"><span class="tt kwbu">invulnerable</span> <span class="tt kwbu">save</span></span> against melee attacks and a 5+ invulnerable save against ranged attacks.|Kroot Hunting Pack|
000008820|TAU|KEYWORDS||If you select this Detachment, <a class="kwbOne" href="/wh40k10ed/factions/t-au-empire/Kroot-Carnivores"><span class="kwb kwbo">KROOT</span> <span class="kwb kwbo">CARNIVORE</span></a> units from your army have the <a href="/wh40k10ed/factions/t-au-empire/#Battleline">Battleline</a> keyword.|Kroot Hunting Pack|
000009635|TAU|Markerlight Precision|The inescapable data-beams of markerlights stab out through the venting steam and boiling smoke of the boarding action, questing to paint enemy targets and direct Tan firepower against them.|Each time a <span class="kwb">T’AU</span> <span class="kwb">EMPIRE</span> unit from your army (excluding <span class="tooltip00207" data-tooltip-content="#tooltip_content00207" data-tooltip-anchor="#tooltip_content00207"><span class="kwb kwbu">KROOT</span></span> units) is selected to shoot, ranged weapons equipped by models in your unit have their Ballistic Skill characteristic improved by 1 and have the <span class="kwb2 bluefont"><span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span> ability while targeting an enemy unit that is <a href="/wh40k10ed/the-rules/boarding-action-rules/#Visibility">visible</a> to one or more friendly <span class="tooltip00120" data-tooltip-content="#tooltip_content00120" data-tooltip-anchor="#tooltip_content00120"><span class="kwb kwbu">MARKERLIGHT</span></span> units that are not within <a href="/wh40k10ed/the-rules/boarding-action-rules/#Engagement-Range">Engagement Range</a> of one or more enemy models.|Starfire Cadre|
000009644|TAU|Guerrilla Ambushers|So stealthy and swift are Kroot on the hunt they are often able to pounce upon their victims before the foe is even aware of their peril.|Each time an enemy unit is selected to fire <a href="/wh40k10ed/the-rules/boarding-action-rules/#Set-Overwatch">Overwatch</a>, roll one D6: on a 4+, until the end of the turn, that unit cannot make Overwatch attacks that target <span class="tooltip00207" data-tooltip-content="#tooltip_content00207" data-tooltip-anchor="#tooltip_content00207"><span class="kwb kwbu">KROOT</span></span> units from your army.|Kroot Raiding Party|
000009838|TAU|Integrated Command Structure|T’au officers given charge of auxiliary cadres receive additional training in optimised doctrinal and strategic alien amalgamation; this – coupled with specialised translation drones and endless integrated combat drills – allows them to get the best out of their alien subordinates.|<span class="tooltip00207" data-tooltip-content="#tooltip_content00207" data-tooltip-anchor="#tooltip_content00207"><span class="kwb kwbu">KROOT</span></span> and <a class="kwbOne" href="/wh40k10ed/factions/t-au-empire/Vespid-Stingwings"><span class="kwb kwbo">VESPID</span> <span class="kwb kwbo">STINGWINGS</span></a> units from your army have the following ability:<br><br><b>Targeting Triangulation (Aura):</b> While an enemy unit is within 9" of and <a href="/wh40k10ed/the-rules/core-rules/#Determining-Visibility">visible</a> to this unit, each time a ranged attack made by a friendly <span class="kwb">T’AU</span> <span class="kwb">EMPIRE</span> model (excluding <span class="kwb">KROOT</span>, <span class="kwb">VESPID</span> <span class="kwb">STINGWINGS</span> and <span class="tooltip00237" data-tooltip-content="#tooltip_content00237" data-tooltip-anchor="#tooltip_content00237"><span class="kwb kwbu">TITANIC</span></span> models) targets that enemy unit, improve the Armour Penetration characteristic of that attack by 1.<br><br><span class="tooltip00515" data-tooltip-content="#tooltip_content00515" data-tooltip-anchor="#tooltip_content00515"><span class="kwb kwbu">T’AU</span> <span class="kwb kwbu">EMPIRE</span></span> units (excluding <span class="kwb">KROOT</span> and <span class="kwb">VESPID</span> <span class="kwb">STINGWINGS</span> units) from your army have the following ability:<br><br><b>Localised Stealth Projectors (Aura):</b> While a friendly <span class="kwb">KROOT</span> or <span class="kwb">VESPID</span> <span class="kwb">STINGWINGS</span> unit is wholly within 6" of and visible to this unit, that <span class="kwb">KROOT</span> or <span class="kwb">VESPID</span> <span class="kwb">STINGWINGS</span> unit can only be selected as the target of a ranged attack if the attacking model is within 18".|Auxiliary Cadre|
000008425|TS|Kindred Sorcery|For an instant, the chanting voices of the Thousand Sons achieve perfect synchronisation, words of malign incantation rolling out like the peal of some cursed bell amidst the empyrean.|In your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, you can select one of the abilities listed below to take effect until the start of your next Command phase.<div style="height:8px"></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">MALEVOLENT CHARGE</p><p><span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Psychic</span> <span class="tt kwbu">weapons</span></span> equipped by <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00064" data-tooltip-content="#tooltip_content00064"><span class="tt kwbu">[LETHAL</span> <span class="tt kwbu">HITS]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">PSYCHIC MAELSTROM</p><p><span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Psychic</span> <span class="tt kwbu">weapons</span></span> equipped by <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">WRATH OF THE IMMATERIUM</p><p><span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Psychic</span> <span class="tt kwbu">weapons</span></span> equipped by <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00045" data-tooltip-content="#tooltip_content00045"><span class="tt kwbu">[DEVASTATING</span> <span class="tt kwbu">WOUNDS]</span></span></span> ability.</p></td></tr></tbody></tbody></table></div>|Cult of Magic|
000009653|TS|Witchsight|Those who possess the favour of Tzeentch may gain the benefit of the Change Gods all-seeing eye. No foe can hope to conceal themselves from their piercing gaze.|Ranged weapons equipped by <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00065" data-tooltip-content="#tooltip_content00065"><span class="tt kwbu">[iGNORES</span> <span class="tt kwbu">COvER]</span></span></span> ability.|Chosen Cabal|
000009662|TS|Fervent Devotees|The Human and mutant thralls of the Thousand Sons seek to earn the favour of their Chaos Space Marine masters by enacting rituals and offering sacrifices in the name of the Lord of Change. Thus do they hurl themselves upon the foe in frothing tides of wild aggression.|Melee weapons equipped by <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">[SUSTAiNED</span> <span class="tt kwbu">HiTS</span> <span class="tt kwbu">1]</span></span></span> ability while targeting an enemy unit within range of an <a href="/wh40k10ed/the-rules/boarding-action-rules/#Objective-Markers">objective marker</a>.|Devoted Thralls|
000009671|TS|Methodical Conquest|Too much is at stake and the prize too close to risk being reckless now. Instead, the Thousand Sons advance in steady and relentless lockstep, sweeping for threats and eliminating them as they arise.|Each time a <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> model from your army makes an attack while firing <a href="/wh40k10ed/the-rules/boarding-action-rules/#Set-Overwatch">Overwatch</a>, an unmodified <span class="tooltip00011" data-tooltip-content="#tooltip_content00011"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> of 5+ is required to score a hit, instead of an unmodified 6. In addition, <a class="kwbOne" href="/wh40k10ed/factions/thousand-sons/Scarab-Occult-Terminators"><span class="kwb kwbo">SCARAB</span> <span class="kwb kwbo">OCCULT</span> <span class="kwb kwbo">TERMINATORS</span></a> units from your army can perform the <a href="/wh40k10ed/the-rules/boarding-action-rules/#Set-Overwatch">Set Overwatch</a> Tactical Manoeuvre in the same turn as performing the <a href="/wh40k10ed/the-rules/boarding-action-rules/#Secure-Site">Secure Site</a> Tactical Manoeuvre.|Fateseekers|
000009740|TS|Flow of Magic|With each site seized by the thrallband’s warriors, the flow of arcane energies increases, and the veil between reality and the Warp erodes. The resultant influxes of Warp energy are potent enough to invoke the flesh-change and must be channelled carefully by the thrallband’s Sorcerers. With masterful skill, they wield these mutagenic energies, expertly syphoning excess magic to empower themselves and the warriors at their command while maintaining control of their ever-expanding ritual.|Certain areas of the battlefield are within your army’s Flow of Magic, as follows:<br><ul><li>Your deployment zone is always within your army’s Flow of Magic.</li><li>At the start of any phase, if you control at least half of the <span class="tooltip00046" data-tooltip-content="#tooltip_content00046"><span class="tt kwbu">objective</span> <span class="tt kwbu">markers</span></span> within No Man’s Land, until the end of that phase, No Man’s Land is within your army’s Flow of Magic.</li><li>At the start of any phase, if you control at least half of the objective markers within your opponent’s deployment zone, until the end of that phase, your opponent’s deployment zone is within your army’s Flow of Magic.</li></ul><br>Each time a <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> model from your army makes a <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Psychic</span> <span class="tt kwbu">Attack</span></span>, re-roll a <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span> of 1. If such a model is wholly within your army’s Flow of Magic, each time it makes a Psychic Attack, add 1 to the Wound roll instead.|Hexwarp Thrallband|
